院校名,类别,学科,等级,year,发布机构,source_url,公告页URL,fetched_at,raw_hash,parser_version
北京协和医学院,双一流建设学科,生物学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京协和医学院,双一流建设学科,生物医学工程,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京协和医学院,双一流建设学科,临床医学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京协和医学院,双一流建设学科,公共卫生与预防医学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京协和医学院,双一流建设学科,药学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京中医药大学,双一流建设学科,中医学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京中医药大学,双一流建设学科,中西医结合,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京中医药大学,双一流建设学科,中药学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京师范大学,双一流建设学科,哲学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
北京师范大学,双一流建设学科,教育学,,2022,教育部,http://www.moe.gov.cn/srcsite/A22/s7065/202202/W020220214318455516037.pdf,http://www.moe.gov.cn/srcsite/A22/s7065/202202/t20220211_598710.html,2026-06-05,305f73ed08c091984a75e3c29289c166fbaf6778b87fb9802afa176104c1f7ac,ingest-syl-1.0
